StartTime,EndTime,AreaID,UnitName,Load
2021-01-09T09:00+00:00Z,2021-01-09T10:00+00:00Z,10YSE-1--------K,MAW,19714
2021-01-09T10:00+00:00Z,2021-01-09T11:00+00:00Z,10YSE-1--------K,MAW,19629
2021-01-09T11:00+00:00Z,2021-01-09T12:00+00:00Z,10YSE-1--------K,MAW,19381
2021-01-09T12:00+00:00Z,2021-01-09T13:00+00:00Z,10YSE-1--------K,MAW,19319
2021-01-09T13:00+00:00Z,2021-01-09T14:00+00:00Z,10YSE-1--------K,MAW,19766
2021-01-09T14:00+00:00Z,2021-01-09T15:00+00:00Z,10YSE-1--------K,MAW,20320
2021-01-09T15:00+00:00Z,2021-01-09T16:00+00:00Z,10YSE-1--------K,MAW,20637
2021-01-09T16:00+00:00Z,2021-01-09T17:00+00:00Z,10YSE-1--------K,MAW,20572
2021-01-09T17:00+00:00Z,2021-01-09T18:00+00:00Z,10YSE-1--------K,MAW,20079
2021-01-09T18:00+00:00Z,2021-01-09T19:00+00:00Z,10YSE-1--------K,MAW,19408
2021-01-09T19:00+00:00Z,2021-01-09T20:00+00:00Z,10YSE-1--------K,MAW,18885
2021-01-09T20:00+00:00Z,2021-01-09T21:00+00:00Z,10YSE-1--------K,MAW,18410
2021-01-09T21:00+00:00Z,2021-01-09T22:00+00:00Z,10YSE-1--------K,MAW,17947
2021-01-09T22:00+00:00Z,2021-01-09T23:00+00:00Z,10YSE-1--------K,MAW,17258
2021-01-09T23:00+00:00Z,2021-01-10T00:00+00:00Z,10YSE-1--------K,MAW,17087
2021-01-10T00:00+00:00Z,2021-01-10T01:00+00:00Z,10YSE-1--------K,MAW,16860
2021-01-10T01:00+00:00Z,2021-01-10T02:00+00:00Z,10YSE-1--------K,MAW,16701
2021-01-10T02:00+00:00Z,2021-01-10T03:00+00:00Z,10YSE-1--------K,MAW,16876
2021-01-10T03:00+00:00Z,2021-01-10T04:00+00:00Z,10YSE-1--------K,MAW,16957
2021-01-10T04:00+00:00Z,2021-01-10T05:00+00:00Z,10YSE-1--------K,MAW,17587
2021-01-10T05:00+00:00Z,2021-01-10T06:00+00:00Z,10YSE-1--------K,MAW,17773
2021-01-10T06:00+00:00Z,2021-01-10T07:00+00:00Z,10YSE-1--------K,MAW,18399
2021-01-10T07:00+00:00Z,2021-01-10T08:00+00:00Z,10YSE-1--------K,MAW,18678
2021-01-10T08:00+00:00Z,2021-01-10T09:00+00:00Z,10YSE-1--------K,MAW,18874
2021-01-10T09:00+00:00Z,2021-01-10T10:00+00:00Z,10YSE-1--------K,MAW,19378
2021-01-10T10:00+00:00Z,2021-01-10T11:00+00:00Z,10YSE-1--------K,MAW,19554
2021-01-10T11:00+00:00Z,2021-01-10T12:00+00:00Z,10YSE-1--------K,MAW,19813
2021-01-10T12:00+00:00Z,2021-01-10T13:00+00:00Z,10YSE-1--------K,MAW,19919
2021-01-10T13:00+00:00Z,2021-01-10T14:00+00:00Z,10YSE-1--------K,MAW,20227
2021-01-10T14:00+00:00Z,2021-01-10T15:00+00:00Z,10YSE-1--------K,MAW,20990
2021-01-10T15:00+00:00Z,2021-01-10T16:00+00:00Z,10YSE-1--------K,MAW,21202
2021-01-10T16:00+00:00Z,2021-01-10T17:00+00:00Z,10YSE-1--------K,MAW,21172
2021-01-10T17:00+00:00Z,2021-01-10T18:00+00:00Z,10YSE-1--------K,MAW,20682
2021-01-10T18:00+00:00Z,2021-01-10T19:00+00:00Z,10YSE-1--------K,MAW,20331
2021-01-10T19:00+00:00Z,2021-01-10T20:00+00:00Z,10YSE-1--------K,MAW,19754
